tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9643	Ursus americanus	123792132	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_025577304.1	4603019	4615778	plus	11		
9447	Lemur catta	123650900	0	live	TP53		tumor protein p53	cellular tumor antigen p53		15	NC_059142.1	10218081	10233172	minus	11		
46844	Leopardus geoffroyi	123604339	0	live	TP53		tumor protein p53	cellular tumor antigen p53		E1	NC_059330.1	2375184	2387655	minus	11		
74926	Mauremys mutica	123361538	0	live	TP53	KIL84_020650	tumor protein p53	cellular tumor antigen p53		Un	NW_025423355.1	96701	109823	plus	12		
191870	Gracilinanus agilis	123244534	0	live	TP53		tumor protein p53	cellular tumor antigen p53		4	NC_058133.1	250224700	250245272	plus	13		
30331	Bufo gargarizans	122928180	0	live	TP53		tumor protein p53	cellular tumor antigen p53		2	NC_058081.1	379210920	379225867	minus	12		
452646	Neogale vison	122906719	0	live	TP53	P53	tumor protein p53	cellular tumor antigen p53|Cellular tumor antigen p53		5	NC_058095.1	56662399	56676055	minus	14		
33528	Gambusia affinis	122819959	0	live	tp53		tumor protein p53	cellular tumor antigen p53		LG18	NC_057885.1	551626	557595	minus	11		
28829	Solea senegalensis	122767329	0	live	tp53	JOB18_008267	tumor protein p53	cellular tumor antigen p53|cellular tumor antigen p53-like		LG3	NC_058023.1	12878125	12883703	minus	11		
33562	Dromiciops gliroides	122725540	0	live	TP53		tumor protein p53	cellular tumor antigen p53		4	NC_057864.1	234256006	234271044	minus	14		
9860	Cervus elaphus	122694684	0	live	TP53		tumor protein p53	cellular tumor antigen p53		5	NC_057819.1	99901596	99914358	minus	11		
37029	Prionailurus bengalensis	122484900	0	live	TP53		tumor protein p53	cellular tumor antigen p53		E1	NC_057347.1	2443597	2455798	minus	11		
1574408	Cervus canadensis	122445826	0	live	TP53		tumor protein p53	cellular tumor antigen p53		1	NC_057386.1	33179599	33192368	plus	11		
1606681	Puntigrus tetrazona	122345417	0	live	tp53		tumor protein p53	cellular tumor antigen p53		5	NC_056703.1	10992741	11003177	minus	13		
9689	Panthera leo	122206426	0	live	TP53		tumor protein p53	cellular tumor antigen p53		E1	NC_056692.1	2433546	2445551	minus	11		
105255	Dipodomys spectabilis	122100440	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_024871253.1	1032749	1047564	plus	11		
160734	Plectropomus leopardus	121961825	0	live	tp53		tumor protein p53	cellular tumor antigen p53		23	NC_056485.1	12873643	12882571	plus	11		
8520	Sceloporus undulatus	121932555	0	live	TP53		tumor protein p53	cellular tumor antigen p53		6	NC_056527.1	117134434	117155142	minus	12		
8240	Thunnus maccoyii	121888910	0	live	tp53		tumor protein p53	cellular tumor antigen p53		22	NC_056554.1	12800454	12806137	plus	11		
34773	Alosa sapidissima	121708744	0	live	tp53		tumor protein p53	cellular tumor antigen p53		5	NC_055961.1	17546216	17574863	minus	16		
1250792	Melanotaenia boesemani	121639439	0	live	tp53		tumor protein p53	LOW QUALITY PROTEIN: cellular tumor antigen p53		5	NC_055686.1	20622209	20630038	plus	11		
109905	Chelmon rostratus	121626245	0	live	tp53		tumor protein p53	LOW QUALITY PROTEIN: cellular tumor antigen p53		23	NC_055680.1	10726033	10732665	plus	11		
59861	Coregonus clupeaformis	121579683	0	live	tp53		tumor protein p53	cellular tumor antigen p53		13	NC_059204.1	48986546	49004116	minus	11		
241271	Cheilinus undulatus	121504579	0	live	tp53		tumor protein p53	cellular tumor antigen p53		22	NC_054886.1	16448336	16455191	minus	11		
494514	Vulpes lagopus	121499929	0	live	TP53		tumor protein p53	cellular tumor antigen p53		10	NC_054833.1	58940097	58953763	minus	11		
59729	Taeniopygia guttata	121468489	0	live	TP53		tumor protein p53	cellular tumor antigen p53		32	NC_054764.1	641289	652939	plus	8		
111838	Microtus oregoni	121456449	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_024543074.1	28962388	28975458	minus	11		
13397	Carcharodon carcharias	121272371	0	live	tp53		tumor protein p53	cellular tumor antigen p53		33	NC_054499.1	5215807	5232410	minus	12		
941984	Toxotes jaculatrix	121177057	0	live	tp53		tumor protein p53	cellular tumor antigen p53		23	NC_054416.1	6504045	6510242	minus	11		
130825	Ochotona curzoniae	121169772	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024467094.1	7574419	7585229	plus	10		
1608482	Puma yagouaroundi	121015982	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024412439.1	10301138	10313158	plus	11		
8407	Rana temporaria	120933851	0	live	TP53		tumor protein p53	cellular tumor antigen p53		3	NC_053491.1	495164852	495178114	plus	10		
59534	Oryx dammah	120866037	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024070192.1	34842476	34855512	plus	10		
8245	Xiphias gladius	120797533	0	live	tp53		tumor protein p53	cellular tumor antigen p53		12	NC_053411.1	10868034	10873890	plus	11		
43689	Simochromis diagramma	120720179	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_024387386.1	230921	239244	minus	12		
143291	Pteropus giganteus	120589680	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024352783.1	515502	526977	minus	11		
8168	Perca fluviatilis	120573246	0	live	tp53	PFLUV_G00165700	tumor protein p53	cellular tumor antigen p53		14	NC_053125.1	15765699	15774053	plus	11		
55291	Polypterus senegalus	120525038	0	live	tp53		tumor protein p53	cellular tumor antigen p53		3	NC_053156.1	38836970	38926642	plus	15		
90988	Pimephales promelas	120469826	0	live	tp53	F2P79_006676	tumor protein p53	cellular tumor antigen p53		Un	NW_024121876.1	10595730	10604014	plus	12		
260615	Mauremys reevesii	120381866	0	live	TP53		tumor protein p53	cellular tumor antigen p53		14	NC_052636.1	14120666	14138733	minus	13		
88082	Crotalus tigris	120305710	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024096569.1	992678	1010869	plus	10		
95912	Hyaena hyaena	120231386	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024080689.1	3910912	3924587	plus	12		
8040	Salvelinus namaycush	120057360	0	live	tp53		tumor protein p53	cellular tumor antigen p53		12	NC_052318.1	47860086	47874551	minus	12		
9261	Tachyglossus aculeatus	119946776	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Y4	NC_052096.1	3263487	3282324	minus	12		
27706	Micropterus salmoides	119911875	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_024041150.1	25048454	25054847	plus	11		
27794	Dermochelys coriacea	119849273	0	live	TP53		tumor protein p53	cellular tumor antigen p53		28	NC_050095.1	1585104	1599093	plus	11		
1047088	Arvicola amphibius	119813419	0	live	Tp53	p53	tumor protein p53	cellular tumor antigen p53|tumor supressor p53		4	NC_052050.1	51407113	51418610	minus	11		
77115	Cyprinodon tularosa	119783414	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_024038751.1	475561	493725	minus	15		
8839	Anas platyrhynchos	119714806	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_024009712.1	128666	136901	minus	11		
27675	Choloepus didactylus	119514044	0	live	TP53		tumor protein p53	cellular tumor antigen p53		18	NC_051324.1	10692292	10704770	plus	11		
72105	Sebastes umbrosus	119481680	0	live	tp53		tumor protein p53	cellular tumor antigen p53		22	NC_051290.1	15724910	15733448	minus	12		
50954	Talpa occidentalis	119230677	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_023605083.1	91681915	91696933	minus	11		
134920	Pungitius pungitius	119222594	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_023616466.1	28272623	28277323	plus	11		
161584	Syngnathus acus	119118178	0	live	tp53		tumor protein p53	cellular tumor antigen p53		24	NC_051108.1	4264169	4269838	plus	11		
9417	Artibeus jamaicensis	119053542	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_026521968.1	7682714	7693614	plus	11		
8177	Acanthopagrus latus	119027521	0	live	tp53		tumor protein p53	cellular tumor antigen p53		10	NC_051048.1	17975705	17981685	minus	13		
192404	Sturnira hondurensis	118974748	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_023526997.1	4929899	4940504	plus	11		
143292	Manis pentadactyla	118917744	0	live	TP53		tumor protein p53	cellular tumor antigen p53		4	NC_080022.1	135655549	135667740	plus	11		
9771	Balaenoptera musculus	118886638	0	live	TP53		tumor protein p53	cellular tumor antigen p53		20	NC_045804.1	50940504	50953489	minus	11		
9337	Trichosurus vulpecula	118856593	0	live	TP53		tumor protein p53	cellular tumor antigen p53		7	NC_050579.1	260765987	260777745	plus	11		
42526	Colossoma macropomum	118814925	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_023494794.1	30314366	30331263	plus	12		
118141	Megalops cyprinoides	118774290	0	live	tp53		tumor protein p53	cellular tumor antigen p53		3	NC_050585.1	39086608	39099643	minus	11		
59472	Pipistrellus kuhlii	118726809	0	live	TP53	mPipKuh1_017895	tumor protein p53	cellular tumor antigen p53		Un	NW_023425522.1	8701706	8716111	plus	12		
51298	Myotis myotis	118672084	0	live	TP53	mMyoMyo1_019597	tumor protein p53	cellular tumor antigen p53		Un	NW_023416321.1	40314338	40328933	minus	12		
27622	Molossus molossus	118634552	0	live	TP53	HJG59_018629	tumor protein p53	cellular tumor antigen p53		Un	NW_023425354.1	48193084	48206603	minus	11		
38674	Onychomys torridus	118589738	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		8	NC_050450.1	57794557	57805774	plus	12		
9711	Halichoerus grypus	118526306	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_023402517.1	84230	96951	plus	14		
7936	Anguilla anguilla	118235846	0	live	tp53		tumor protein p53	cellular tumor antigen p53		9	NC_049209.1	28930310	28944440	minus	11		
195615	Hippoglossus stenolepis	118102319	0	live	tp53	HST_G00222740	tumor protein p53	cellular tumor antigen p53		23	NC_061505.1	6269083	6275736	minus	11		
8524	Zootoca vivipara	118094938	0	live	TP53		tumor protein p53	cellular tumor antigen p53		13	NC_083288.1	50728872	50758778	minus	11		
9715	Mirounga leonina	118000034	0	live	TP53	GH733_018678	tumor protein p53	cellular tumor antigen p53		Un	NW_023270777.1	2391522	2404285	minus	11		
417921	Etheostoma cragini	117962210	0	live	tp53		tumor protein p53	cellular tumor antigen p53		19	NC_048425.1	15646175	15652022	plus	10		
1203425	Notolabrus celidotus	117807271	0	live	tp53		tumor protein p53	cellular tumor antigen p53		23	NC_048294.1	11920121	11926264	minus	11		
8267	Hippoglossus hippoglossus	117752065	0	live	tp53		tumor protein p53	cellular tumor antigen p53		18	NC_047168.1	10482605	10488302	plus	12		
8103	Cyclopterus lumpus	117747715	0	live	tp53		tumor protein p53	cellular tumor antigen p53		18	NC_046983.1	8413171	8418964	minus	11		
61156	Arvicanthis niloticus	117710574	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		6	NC_047663.1	52188895	52199626	minus	12		
94885	Pantherophis guttatus	117657734	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_026844150.1	409612	426035	minus	11		
8218	Gymnodraco acuticeps	117552767	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_022990484.1	1002899	1009342	plus	11		
390379	Thalassophryne amazonica	117504762	0	live	tp53		tumor protein p53	cellular tumor antigen p53		23	NC_047125.1	13600617	13609847	minus	11		
40690	Trematomus bernacchii	117488086	0	live	tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_022987686.1	2151321	2158342	minus	11		
52239	Pseudochaenichthys georgianus	117463689	0	live	tp53		tumor protein p53	cellular tumor antigen p53		18	NC_047520.1	6883885	6890224	plus	11		
409849	Periophthalmus magnuspinnatus	117386528	0	live	tp53		tumor protein p53	cellular tumor antigen p53		18	NC_047143.1	26818979	26824118	plus	10		
260995	Geotrypetes seraphini	117350793	0	live	TP53		tumor protein p53	cellular tumor antigen p53		16	NC_047099.1	34997213	35016883	plus	14		
310571	Epinephelus lanceolatus	117246251	0	live	tp53		tumor protein p53	cellular tumor antigen p53		20	NC_047010.1	20953950	20961410	plus	11		
54180	Trachypithecus francoisi	117067758	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022681466.1	64646057	64665081	plus	11		
59479	Rhinolophus ferrumequinum	117013763	0	live	TP53		tumor protein p53	cellular tumor antigen p53		21	NC_046304.1	11228598	11242246	plus	11		
91951	Catharus ustulatus	117009902	0	live	TP53		tumor protein p53	cellular tumor antigen p53		37	NC_046257.1	806610	819005	minus	11		
10117	Rattus rattus	116908890	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		9	NC_046162.1	49190388	49201759	plus	11		
76717	Lontra canadensis	116856570	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022631104.1	2436721	2449490	minus	13		
106734	Chelonoidis abingdonii	116833193	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022643522.1	203541	227745	plus	13		
42100	Phocoena sinus	116745739	0	live	TP53		tumor protein p53	cellular tumor antigen p53		20	NC_045782.1	8749378	8761808	plus	11		
54343	Etheostoma spectabile	116686339	0	live	tp53	FQN60_007246	tumor protein p53	cellular tumor antigen p53-like		Un	NW_022605591.1	918569	933267	minus	11		
9720	Phoca vitulina	116649291	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022589750.1	2468886	2480980	minus	11		
36723	Mustela erminea	116578338	0	live	TP53		tumor protein p53	cellular tumor antigen p53		18	NC_045631.1	2392650	2406830	minus	13		
9515	Sapajus apella	116553190	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022436952.1	25489570	25509613	plus	13		
81572	Hylobates moloch	116459052	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_026652294.1	38694182	38714141	minus	11		
47969	Oreochromis aureus	116310388	0	live	tp53		tumor protein p53	cellular tumor antigen p53		3	NC_052944.1	20590729	20596491	plus	10		
35658	Mastomys coucha	116077116	0	live	Tp53	p53	tumor protein p53	cellular tumor antigen p53		Un	NW_022196911.1	64840699	64852079	plus	12		
283035	Sander lucioperca	116049038	0	live	tp53		tumor protein p53	cellular tumor antigen p53		17	NC_050189.1	14025798	14035252	minus	11		
87175	Camarhynchus parvulus	115916353	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022148248.1	345634	360396	plus	11		
9731	Globicephala melas	115855875	0	live	TP53		tumor protein p53	cellular tumor antigen p53		20	NC_083333.1	11854794	11867241	minus	11		
29144	Chanos chanos	115828178	0	live	tp53		tumor protein p53	cellular tumor antigen p53		15	NC_044509.1	601777	616332	plus	11		
63155	Archocentrus centrarchus	115796797	0	live	tp53		tumor protein p53	cellular tumor antigen p53-like		18	NC_044363.1	23302422	23310634	minus	11		
1825980	Gopherus evgoodei	115644052	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022060107.1	167443	191410	plus	12		
2489341	Strigops habroptila	115602932	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_022651067.1	1302	11297	plus	7		
61383	Lynx canadensis	115500807	0	live	TP53		tumor protein p53	cellular tumor antigen p53		E1	NC_044316.2	2431736	2444223	minus	11		
375764	Sphaeramia orbicularis	115438783	0	live	tp53		tumor protein p53	cellular tumor antigen p53		18	NC_043974.1	33145052	33153129	plus	11		
586833	Myripristis murdjan	115376784	0	live	tp53		tumor protein p53	cellular tumor antigen p53		18	NC_043997.1	15285069	15293652	minus	11		
223781	Aquila chrysaetos chrysaetos	115338264	0	live	TP53		tumor protein p53	LOW QUALITY PROTEIN: cellular tumor antigen p53		Un	NW_024470395.1	38049	46551	minus	11		
37032	Suricata suricatta	115281719	0	live	TP53		tumor protein p53	cellular tumor antigen p53		17	NC_043716.1	2210582	2223013	minus	11		
8023	Oncorhynchus nerka	115135425	0	live	tp53		tumor protein p53	cellular tumor antigen p53		LG10	NC_042544.1	29677605	29693929	plus	13		
40151	Monodon monoceros	114889285	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_021703786.1	46189480	46202197	plus	11		
10041	Peromyscus leucopus	114693171	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		8b	NC_051086.1	52510918	52523252	plus	11		
27687	Erpetoichthys calabaricus	114648997	0	live	tp53		tumor protein p53	cellular tumor antigen p53		3	NC_041396.2	277169595	277253706	minus	14		
491861	Grammomys surdaster	114631686	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_021604783.1	3204256	3215215	plus	10		
64176	Podarcis muralis	114608083	0	live	TP53		tumor protein p53	cellular tumor antigen p53		13	NC_041324.1	52283925	52315559	minus	11		
89673	Phyllostomus discolor	114515376	0	live	TP53		tumor protein p53	cellular tumor antigen p53		8	NC_040910.2	71049117	71060004	plus	12		
34886	Eumetopias jubatus	114225325	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_020998736.1	3456961	3469888	plus	11		
93162	Marmota flaviventris	114101690	0	live	Tp53		tumor protein p53	cellular tumor antigen p53		Un	NW_023144813.1	687947	704029	minus	11		
29139	Vombatus ursinus	114039336	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_020951694.1	1352431	1368112	minus	12		
9704	Zalophus californianus	113939587	0	live	TP53		tumor protein p53	cellular tumor antigen p53		16	NC_045610.1	2656892	2669770	minus	11		
30522	Bos indicus x Bos taurus	113878373	0	live	TP53		tumor protein p53	cellular tumor antigen p53		19	NC_040094.1	28415871	28428277	minus	11		
1234273	Tachysurus fulvidraco	113663944	0	live	tp53	P53	tumor protein p53	cellular tumor antigen p53		26	NC_062543.1	237055	260027	minus	13		
90247	Lagenorhynchus obliquidens	113633022	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_020837982.1	10795402	10807881	minus	11		
8005	Electrophorus electricus	113570174	0	live	tp53		tumor protein p53	cellular tumor antigen p53		6	NC_049540.1	10639834	10651387	plus	12		
310915	Pangasianodon hypophthalmus	113525362	0	live	tp53		tumor protein p53	cellular tumor antigen p53		27	NC_069736.1	208127	221757	minus	14		
8673	Pseudonaja textilis	113451334	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_020769558.1	249164	265319	minus	10		
9644	Ursus arctos	113271152	0	live	TP53		tumor protein p53	cellular tumor antigen p53		Un	NW_026622808.1	9821140	9833887	plus	11		
